date,code,action,shares,price,cost,commission,reason,pnl
2021-07-05 00:00:00,600018,BUY,3700,4.41,16333.316999999997,4.899995099999999,AUTO,
2021-07-05 00:00:00,600023,BUY,5300,3.12,16552.536,4.9657608,AUTO,
2021-07-05 00:00:00,600161,BUY,600,25.74,15459.443999999996,4.637833199999998,AUTO,
2021-07-05 00:00:00,600026,BUY,2800,5.79,16228.211999999998,4.868463599999999,AUTO,
2021-07-05 00:00:00,000630,BUY,6500,2.56,16656.64,4.996992,AUTO,
2021-07-05 00:00:00,603993,BUY,3200,5.07,16240.223999999998,4.872067199999999,AUTO,
2021-07-05 00:00:00,601669,BUY,4700,3.51,16513.496999999996,4.954049099999998,AUTO,
2021-07-05 00:00:00,600111,BUY,700,22.12,15499.483999999999,4.649845199999999,AUTO,
2021-07-05 00:00:00,601398,BUY,4300,3.8,16356.339999999998,4.906901999999999,AUTO,
2021-07-05 00:00:00,600010,BUY,10600,1.57,16658.642,4.9975926,AUTO,
2021-07-05 00:00:00,600845,BUY,500,28.37,14199.184999999998,4.259755499999999,AUTO,
2021-07-05 00:00:00,000999,BUY,1100,14.23,15668.652999999998,4.700595899999999,AUTO,
2021-07-07 00:00:00,600111,TAKE_PROFIT,200,24.51,6.37,,,0.108
2021-07-07 00:00:00,603993,TAKE_PROFIT,900,5.66,6.62,,,0.1164
2021-07-09 00:00:00,600010,TAKE_PROFIT,3100,1.84,7.41,,,0.172
2021-07-09 00:00:00,600111,TAKE_PROFIT,100,28.97,3.76,,,0.3097
2021-07-12 00:00:00,600010,TAKE_PROFIT,2200,1.96,5.6,,,0.2484
2021-07-12 00:00:00,600111,TAKE_PROFIT,400,31.86,16.55,,,0.4403
2021-07-12 00:00:00,600161,TAKE_PROFIT,100,29.52,3.83,,,0.1469
2021-07-12 00:00:00,603993,TAKE_PROFIT,600,6.3,4.91,,,0.2426
2021-07-13 00:00:00,600010,TAKE_PROFIT,5300,2.16,14.87,,,0.3758
2021-07-21 00:00:00,000630,TAKE_PROFIT,1900,2.83,6.98,,,0.1055
2021-07-23 00:00:00,000630,TAKE_PROFIT,1300,3.27,5.52,,,0.2773
2021-07-23 00:00:00,601669,TAKE_PROFIT,1400,3.99,7.25,,,0.1368
2021-07-26 00:00:00,603993,TAKE_PROFIT,1700,6.65,14.68,,,0.3116
2021-07-26 00:00:00,000630,HOLDING_DECAY,1000,3.23,4.19,,,0.2617
2021-07-26 00:00:00,000999,HOLDING_DECAY,400,12.7,6.6,,,-0.1075
2021-07-26 00:00:00,600018,HOLDING_DECAY,1200,4.42,6.89,,,0.0023
2021-07-26 00:00:00,600023,HOLDING_DECAY,1600,2.96,6.15,,,-0.0513
2021-07-26 00:00:00,600026,HOLDING_DECAY,900,5.03,5.88,,,-0.1313
2021-07-26 00:00:00,600161,HOLDING_DECAY,200,25.9,6.73,,,0.0062
2021-07-26 00:00:00,600845,HOLDING_DECAY,200,30.07,7.81,,,0.0599
2021-07-26 00:00:00,601398,HOLDING_DECAY,1300,3.6,6.08,,,-0.0526
2021-07-26 00:00:00,601669,HOLDING_DECAY,1000,4.19,5.44,,,0.1937
2021-07-27 00:00:00,000630,HOLDING_DECAY,700,3.28,2.98,,,0.2812
2021-07-27 00:00:00,000999,HOLDING_DECAY,300,12.5,4.87,,,-0.1216
2021-07-27 00:00:00,600018,HOLDING_DECAY,800,4.32,4.49,,,-0.0204
2021-07-27 00:00:00,600023,HOLDING_DECAY,1200,2.96,4.61,,,-0.0513
2021-07-27 00:00:00,600026,HOLDING_DECAY,600,5.0,3.9,,,-0.1364
2021-07-27 00:00:00,600161,HOLDING_DECAY,100,25.23,3.28,,,-0.0198
2021-07-27 00:00:00,600845,HOLDING_DECAY,100,31.76,4.12,,,0.1195
2021-07-27 00:00:00,601398,HOLDING_DECAY,900,3.56,4.16,,,-0.0632
2021-07-27 00:00:00,601669,HOLDING_DECAY,700,4.14,3.76,,,0.1795
2021-07-28 00:00:00,000630,HOLDING_DECAY,500,3.16,2.05,,,0.2344
2021-07-28 00:00:00,000999,HOLDING_DECAY,200,12.5,3.25,,,-0.1216
2021-07-28 00:00:00,600018,HOLDING_DECAY,600,4.32,3.37,,,-0.0204
2021-07-28 00:00:00,600023,HOLDING_DECAY,800,2.94,3.05,,,-0.0577
2021-07-28 00:00:00,600026,HOLDING_DECAY,400,5.01,2.6,,,-0.1347
2021-07-28 00:00:00,600161,HOLDING_DECAY,100,25.05,3.25,,,-0.0268
2021-07-28 00:00:00,600845,HOLDING_DECAY,100,33.23,4.32,,,0.1713
2021-07-28 00:00:00,601398,HOLDING_DECAY,700,3.6,3.27,,,-0.0526
2021-07-28 00:00:00,601669,HOLDING_DECAY,500,4.06,2.64,,,0.1567
2021-07-29 00:00:00,000630,HOLDING_DECAY,400,3.21,1.67,,,0.2539
2021-07-29 00:00:00,000999,HOLDING_DECAY,100,12.76,1.66,,,-0.1033
2021-07-29 00:00:00,600018,HOLDING_DECAY,400,4.34,2.25,,,-0.0159
2021-07-29 00:00:00,600023,HOLDING_DECAY,600,2.94,2.29,,,-0.0577
2021-07-29 00:00:00,600026,HOLDING_DECAY,300,4.97,1.94,,,-0.1416
2021-07-29 00:00:00,600161,HOLDING_DECAY,100,25.54,3.32,,,-0.0078
2021-07-29 00:00:00,600845,HOLDING_DECAY,100,35.47,4.61,,,0.2503
2021-07-29 00:00:00,601398,HOLDING_DECAY,500,3.56,2.31,,,-0.0632
2021-07-29 00:00:00,601669,HOLDING_DECAY,400,4.07,2.11,,,0.1595
2021-07-30 00:00:00,601669,TAKE_PROFIT,200,4.48,1.16,,,0.2764
2021-07-30 00:00:00,000630,HOLDING_DECAY,300,3.3,1.29,,,0.2891
2021-07-30 00:00:00,000999,HOLDING_DECAY,100,12.67,1.65,,,-0.1096
2021-07-30 00:00:00,600018,HOLDING_DECAY,300,4.31,1.68,,,-0.0227
2021-07-30 00:00:00,600023,HOLDING_DECAY,400,2.97,1.54,,,-0.0481
2021-07-30 00:00:00,600026,HOLDING_DECAY,200,4.72,1.23,,,-0.1848
2021-07-30 00:00:00,601398,HOLDING_DECAY,300,3.53,1.38,,,-0.0711
2021-07-30 00:00:00,601669,HOLDING_DECAY,200,4.48,1.16,,,0.2764
2021-08-02 00:00:00,601669,TAKE_PROFIT,300,4.93,1.92,,,0.4046
2021-08-02 00:00:00,000630,HOLDING_DECAY,200,3.26,0.85,,,0.2734
2021-08-02 00:00:00,600018,HOLDING_DECAY,200,4.43,1.15,,,0.0045
2021-08-02 00:00:00,600023,HOLDING_DECAY,300,2.97,1.16,,,-0.0481
2021-08-02 00:00:00,600026,HOLDING_DECAY,200,4.81,1.25,,,-0.1693
2021-08-02 00:00:00,601398,HOLDING_DECAY,200,3.54,0.92,,,-0.0684
2021-08-02 00:00:00,600018,SELL,200,4.43,1.15,,,0.0045
2021-08-02 00:00:00,600026,SELL,200,4.81,1.25,,,-0.1693
2021-08-02 00:00:00,000630,SELL,200,3.26,0.85,,,0.2734
2021-08-02 00:00:00,601398,SELL,400,3.54,1.84,,,-0.0684
2021-08-02 00:00:00,601186,BUY,3100,6.33,19642.623,5.892786899999999,AUTO,
2021-08-02 00:00:00,601800,BUY,3400,5.9,20080.06,6.024018,AUTO,
2021-08-02 00:00:00,000776,BUY,1300,14.98,19493.474,5.848042199999999,AUTO,
2021-08-02 00:00:00,600027,BUY,4900,2.74,13439.426,4.031827799999999,AUTO,
2021-08-02 00:00:00,600011,BUY,3600,3.73,13441.427999999998,4.032428399999999,AUTO,
2021-08-02 00:00:00,003816,BUY,5800,2.32,13469.455999999996,4.040836799999998,AUTO,
2021-08-02 00:00:00,601766,BUY,3900,5.14,20066.045999999995,6.019813799999998,AUTO,
2021-08-02 00:00:00,600875,BUY,1800,10.73,19333.314,5.799994199999999,AUTO,
2021-08-02 00:00:00,601669,BUY,4100,4.93,20233.213,6.069963899999999,AUTO,
2021-08-02 00:00:00,600585,BUY,600,31.6,18978.96,5.693687999999999,AUTO,
2021-08-02 00:00:00,300498,BUY,1600,12.52,20052.031999999996,6.015609599999999,AUTO,
2021-08-03 00:00:00,600023,HOLDING_DECAY,200,2.98,0.77,,,-0.0449
2021-08-04 00:00:00,600023,HOLDING_DECAY,100,2.97,0.39,,,-0.0481
2021-08-05 00:00:00,600023,HOLDING_DECAY,100,3.05,0.4,,,-0.0224
2021-08-11 00:00:00,600875,TAKE_PROFIT,500,11.95,7.76,,,0.1137
2021-08-16 00:00:00,000776,TAKE_PROFIT,300,16.49,6.42,,,0.1008
2021-08-17 00:00:00,600875,TAKE_PROFIT,300,13.06,5.09,,,0.2171
2021-08-18 00:00:00,600875,TAKE_PROFIT,1000,14.37,18.66,,,0.3392
2021-08-18 00:00:00,601669,TAKE_PROFIT,1200,5.62,8.76,,,0.14
2021-08-19 00:00:00,000776,TAKE_PROFIT,300,18.2,7.09,,,0.215
2021-08-19 00:00:00,600011,TAKE_PROFIT,1000,4.39,5.7,,,0.1769
2021-08-20 00:00:00,600011,TAKE_PROFIT,700,4.48,4.07,,,0.2011
2021-08-23 00:00:00,600011,TAKE_PROFIT,1900,4.93,12.16,,,0.3217
2021-08-23 00:00:00,600027,TAKE_PROFIT,1400,3.19,5.8,,,0.1642
2021-08-23 00:00:00,000776,HOLDING_DECAY,300,18.59,7.24,,,0.241
2021-08-23 00:00:00,003816,HOLDING_DECAY,1800,2.35,5.49,,,0.0129
2021-08-23 00:00:00,300498,HOLDING_DECAY,500,12.56,8.16,,,0.0032
2021-08-23 00:00:00,600027,HOLDING_DECAY,1100,3.19,4.56,,,0.1642
2021-08-23 00:00:00,600585,HOLDING_DECAY,200,33.85,8.79,,,0.0712
2021-08-23 00:00:00,601186,HOLDING_DECAY,1000,6.34,8.23,,,0.0016
2021-08-23 00:00:00,601669,HOLDING_DECAY,900,5.6,6.55,,,0.1359
2021-08-23 00:00:00,601766,HOLDING_DECAY,1200,5.19,8.09,,,0.0097
2021-08-23 00:00:00,601800,HOLDING_DECAY,1100,6.06,8.66,,,0.0271
2021-08-24 00:00:00,000776,HOLDING_DECAY,200,18.9,4.91,,,0.2617
2021-08-24 00:00:00,003816,HOLDING_DECAY,1200,2.35,3.66,,,0.0129
2021-08-24 00:00:00,300498,HOLDING_DECAY,400,12.72,6.61,,,0.016
2021-08-24 00:00:00,600027,HOLDING_DECAY,800,3.14,3.26,,,0.146
2021-08-24 00:00:00,600585,HOLDING_DECAY,200,33.18,8.62,,,0.05
2021-08-24 00:00:00,601186,HOLDING_DECAY,700,6.34,5.76,,,0.0016
2021-08-24 00:00:00,601669,HOLDING_DECAY,600,5.45,4.25,,,0.1055
2021-08-24 00:00:00,601766,HOLDING_DECAY,900,5.19,6.07,,,0.0097
2021-08-24 00:00:00,601800,HOLDING_DECAY,700,5.99,5.45,,,0.0153
2021-08-25 00:00:00,000776,HOLDING_DECAY,100,18.74,2.43,,,0.251
2021-08-25 00:00:00,003816,HOLDING_DECAY,900,2.35,2.75,,,0.0129
2021-08-25 00:00:00,300498,HOLDING_DECAY,300,12.71,4.95,,,0.0152
2021-08-25 00:00:00,600027,HOLDING_DECAY,500,3.23,2.1,,,0.1788
2021-08-25 00:00:00,600585,HOLDING_DECAY,100,32.94,4.28,,,0.0424
2021-08-25 00:00:00,601186,HOLDING_DECAY,500,6.44,4.18,,,0.0174
2021-08-25 00:00:00,601669,HOLDING_DECAY,500,5.49,3.56,,,0.1136
2021-08-25 00:00:00,601766,HOLDING_DECAY,600,5.29,4.12,,,0.0292
2021-08-25 00:00:00,601800,HOLDING_DECAY,500,6.18,4.01,,,0.0475
2021-08-26 00:00:00,000776,HOLDING_DECAY,100,18.01,2.34,,,0.2023
2021-08-26 00:00:00,003816,HOLDING_DECAY,600,2.35,1.83,,,0.0129
2021-08-26 00:00:00,300498,HOLDING_DECAY,200,12.58,3.27,,,0.0048
2021-08-26 00:00:00,600027,HOLDING_DECAY,400,3.21,1.67,,,0.1715
2021-08-26 00:00:00,600585,HOLDING_DECAY,100,32.08,4.17,,,0.0152
2021-08-26 00:00:00,601186,HOLDING_DECAY,300,6.47,2.52,,,0.0221
2021-08-26 00:00:00,601669,HOLDING_DECAY,300,5.32,2.07,,,0.0791
2021-08-26 00:00:00,601766,HOLDING_DECAY,400,5.42,2.82,,,0.0545
2021-08-26 00:00:00,601800,HOLDING_DECAY,400,6.23,3.24,,,0.0559
2021-08-27 00:00:00,601766,TAKE_PROFIT,200,5.78,1.5,,,0.1245
2021-08-27 00:00:00,003816,HOLDING_DECAY,400,2.35,1.22,,,0.0129
2021-08-27 00:00:00,300498,HOLDING_DECAY,100,12.47,1.62,,,-0.004
2021-08-27 00:00:00,600027,HOLDING_DECAY,300,3.2,1.25,,,0.1679
2021-08-27 00:00:00,601186,HOLDING_DECAY,200,6.53,1.7,,,0.0316
2021-08-27 00:00:00,601669,HOLDING_DECAY,200,5.47,1.42,,,0.1095
2021-08-27 00:00:00,601766,HOLDING_DECAY,200,5.78,1.5,,,0.1245
2021-08-27 00:00:00,601800,HOLDING_DECAY,300,6.29,2.45,,,0.0661
2021-08-30 00:00:00,003816,HOLDING_DECAY,300,2.33,0.91,,,0.0043
2021-08-30 00:00:00,300498,HOLDING_DECAY,100,12.15,1.58,,,-0.0296
2021-08-30 00:00:00,600027,HOLDING_DECAY,200,3.24,0.84,,,0.1825
2021-08-30 00:00:00,601186,HOLDING_DECAY,200,6.46,1.68,,,0.0205
2021-08-30 00:00:00,601669,HOLDING_DECAY,200,5.39,1.4,,,0.0933
2021-08-30 00:00:00,601766,HOLDING_DECAY,200,5.65,1.47,,,0.0992
2021-08-30 00:00:00,601800,HOLDING_DECAY,200,6.25,1.62,,,0.0593
2021-08-30 00:00:00,601186,SELL,200,6.46,1.68,,,0.0205
2021-08-30 00:00:00,601800,SELL,200,6.25,1.62,,,0.0593
2021-08-30 00:00:00,600027,SELL,200,3.24,0.84,,,0.1825
2021-08-30 00:00:00,003816,SELL,600,2.33,1.82,,,0.0043
2021-08-30 00:00:00,601766,SELL,200,5.65,1.47,,,0.0992
2021-08-30 00:00:00,601669,SELL,200,5.39,1.4,,,0.0933
2021-08-30 00:00:00,600233,BUY,1600,8.97,14366.352,4.3099056,AUTO,
2021-08-30 00:00:00,601006,BUY,3100,4.69,14553.538999999999,4.3660616999999995,AUTO,
2021-08-30 00:00:00,601088,BUY,1500,14.09,21156.134999999995,6.346840499999998,AUTO,
2021-08-30 00:00:00,600018,BUY,3000,4.84,14534.519999999999,4.3603559999999995,AUTO,
2021-08-30 00:00:00,600028,BUY,7000,3.12,21861.839999999997,6.558551999999998,AUTO,
2021-08-30 00:00:00,601607,BUY,1200,17.59,21129.107999999997,6.338732399999999,AUTO,
2021-08-30 00:00:00,601698,BUY,1400,14.94,20936.915999999997,6.281074799999999,AUTO,
2021-08-30 00:00:00,601857,BUY,5700,3.83,21852.831,6.555849299999999,AUTO,
2021-08-30 00:00:00,601018,BUY,4400,3.31,14578.563999999998,4.3735691999999995,AUTO,
2021-08-30 00:00:00,000538,BUY,400,54.84,21957.935999999998,6.587380799999999,AUTO,
2021-08-30 00:00:00,002241,BUY,400,46.96,18802.783999999996,5.640835199999998,AUTO,
2021-08-30 00:00:00,600019,BUY,2800,7.63,21385.363999999998,6.415609199999999,AUTO,
2021-09-01 00:00:00,601698,TAKE_PROFIT,400,17.21,8.94,,,0.1519
2021-09-02 00:00:00,600233,TAKE_PROFIT,400,9.87,5.13,,,0.1003
2021-09-06 00:00:00,600233,TAKE_PROFIT,300,10.94,4.26,,,0.2196
2021-09-07 00:00:00,600019,TAKE_PROFIT,800,8.58,8.91,,,0.1245
2021-09-07 00:00:00,601088,TAKE_PROFIT,400,15.84,8.23,,,0.1242
2021-09-08 00:00:00,600018,TAKE_PROFIT,900,5.44,6.36,,,0.124
2021-09-09 00:00:00,600028,TAKE_PROFIT,2100,3.47,9.46,,,0.1122
2021-09-09 00:00:00,601018,TAKE_PROFIT,1300,3.71,6.26,,,0.1208
2021-09-09 00:00:00,601088,TAKE_PROFIT,300,17.86,6.96,,,0.2676
2021-09-13 00:00:00,600019,TAKE_PROFIT,600,9.37,7.3,,,0.228
2021-09-13 00:00:00,601857,TAKE_PROFIT,1700,4.33,9.56,,,0.1305
2021-09-15 00:00:00,601857,TAKE_PROFIT,1200,4.72,7.36,,,0.2324
2021-09-17 00:00:00,600233,TAKE_PROFIT,900,11.76,13.75,,,0.311
2021-09-22 00:00:00,000538,HOLDING_DECAY,200,58.11,15.09,,,0.0596
2021-09-22 00:00:00,002241,HOLDING_DECAY,200,43.61,11.33,,,-0.0713
2021-09-22 00:00:00,600018,HOLDING_DECAY,700,5.43,4.94,,,0.1219
2021-09-22 00:00:00,600019,HOLDING_DECAY,500,8.28,5.38,,,0.0852
2021-09-22 00:00:00,600028,HOLDING_DECAY,1500,3.63,7.07,,,0.1635
2021-09-22 00:00:00,601006,HOLDING_DECAY,1000,4.95,6.43,,,0.0554
2021-09-22 00:00:00,601018,HOLDING_DECAY,1000,3.66,4.75,,,0.1057
2021-09-22 00:00:00,601088,HOLDING_DECAY,300,17.7,6.9,,,0.2562
2021-09-22 00:00:00,601607,HOLDING_DECAY,400,17.59,9.14,,,0.0
2021-09-22 00:00:00,601698,HOLDING_DECAY,300,15.37,5.99,,,0.0288
2021-09-22 00:00:00,601857,HOLDING_DECAY,900,4.92,5.75,,,0.2846
2021-09-23 00:00:00,000538,HOLDING_DECAY,100,58.37,7.58,,,0.0644
2021-09-23 00:00:00,002241,HOLDING_DECAY,100,44.02,5.72,,,-0.0626
2021-09-23 00:00:00,600018,HOLDING_DECAY,500,5.49,3.56,,,0.1343
2021-09-23 00:00:00,600019,HOLDING_DECAY,300,8.19,3.19,,,0.0734
2021-09-23 00:00:00,600028,HOLDING_DECAY,1100,3.59,5.13,,,0.1506
2021-09-23 00:00:00,601006,HOLDING_DECAY,700,4.95,4.5,,,0.0554
2021-09-23 00:00:00,601018,HOLDING_DECAY,700,3.71,3.37,,,0.1208
2021-09-23 00:00:00,601088,HOLDING_DECAY,200,17.44,4.53,,,0.2378
2021-09-23 00:00:00,601607,HOLDING_DECAY,300,17.93,6.99,,,0.0193
2021-09-23 00:00:00,601698,HOLDING_DECAY,300,15.69,6.11,,,0.0502
2021-09-23 00:00:00,601857,HOLDING_DECAY,600,4.83,3.76,,,0.2611
2021-09-24 00:00:00,000538,HOLDING_DECAY,100,59.42,7.72,,,0.0835
2021-09-24 00:00:00,002241,HOLDING_DECAY,100,43.02,5.59,,,-0.0839
2021-09-24 00:00:00,600018,HOLDING_DECAY,300,5.4,2.1,,,0.1157
2021-09-24 00:00:00,600019,HOLDING_DECAY,200,7.61,1.98,,,-0.0026
2021-09-24 00:00:00,600028,HOLDING_DECAY,700,3.51,3.19,,,0.125
2021-09-24 00:00:00,601006,HOLDING_DECAY,500,4.86,3.16,,,0.0362
2021-09-24 00:00:00,601018,HOLDING_DECAY,500,3.62,2.35,,,0.0937
2021-09-24 00:00:00,601088,HOLDING_DECAY,100,16.3,2.12,,,0.1568
2021-09-24 00:00:00,601607,HOLDING_DECAY,200,17.86,4.64,,,0.0153
2021-09-24 00:00:00,601698,HOLDING_DECAY,200,15.23,3.96,,,0.0194
2021-09-24 00:00:00,601857,HOLDING_DECAY,400,4.81,2.5,,,0.2559
2021-09-27 00:00:00,601857,TAKE_PROFIT,900,5.0,5.84,,,0.3055
2021-09-27 00:00:00,600018,HOLDING_DECAY,200,5.34,1.39,,,0.1033
2021-09-27 00:00:00,600019,HOLDING_DECAY,200,7.32,1.9,,,-0.0406
2021-09-27 00:00:00,600028,HOLDING_DECAY,500,3.45,2.24,,,0.1058
2021-09-27 00:00:00,601006,HOLDING_DECAY,300,4.88,1.9,,,0.0405
2021-09-27 00:00:00,601018,HOLDING_DECAY,300,3.53,1.38,,,0.0665
2021-09-27 00:00:00,601088,HOLDING_DECAY,100,16.32,2.12,,,0.1583
2021-09-27 00:00:00,601607,HOLDING_DECAY,100,17.77,2.31,,,0.0102
2021-09-27 00:00:00,601698,HOLDING_DECAY,100,15.36,1.99,,,0.0281
2021-09-28 00:00:00,600018,HOLDING_DECAY,200,5.35,1.39,,,0.1054
2021-09-28 00:00:00,600019,HOLDING_DECAY,100,7.31,0.95,,,-0.0419
2021-09-28 00:00:00,600028,HOLDING_DECAY,400,3.66,1.9,,,0.1731
2021-09-28 00:00:00,601006,HOLDING_DECAY,200,4.89,1.27,,,0.0426
2021-09-28 00:00:00,601018,HOLDING_DECAY,200,3.54,0.92,,,0.0695
2021-09-28 00:00:00,601088,HOLDING_DECAY,100,16.98,2.21,,,0.2051
2021-09-28 00:00:00,601607,HOLDING_DECAY,100,17.6,2.29,,,0.0006
2021-09-28 00:00:00,601698,HOLDING_DECAY,100,15.02,1.95,,,0.0054
2021-09-29 00:00:00,600018,HOLDING_DECAY,100,5.21,0.68,,,0.0764
2021-09-29 00:00:00,600019,HOLDING_DECAY,100,6.82,0.89,,,-0.1062
2021-09-29 00:00:00,600028,HOLDING_DECAY,300,3.45,1.34,,,0.1058
2021-09-29 00:00:00,601006,HOLDING_DECAY,200,4.86,1.26,,,0.0362
2021-09-29 00:00:00,601018,HOLDING_DECAY,200,3.45,0.9,,,0.0423
2021-09-29 00:00:00,601607,HOLDING_DECAY,100,17.2,2.23,,,-0.0222
2021-09-29 00:00:00,601006,SELL,200,4.86,1.26,,,0.0362
2021-09-29 00:00:00,600018,SELL,100,5.21,0.68,,,0.0764
2021-09-29 00:00:00,600028,SELL,400,3.45,1.79,,,0.1058
2021-09-29 00:00:00,601018,SELL,200,3.45,0.9,,,0.0423
2021-09-29 00:00:00,300498,BUY,1100,13.84,15239.223999999998,4.571767199999999,AUTO,
2021-09-29 00:00:00,601398,BUY,6700,3.6,24144.12,7.243235999999999,AUTO,
2021-09-29 00:00:00,600026,BUY,3600,6.53,23531.508,7.0594524,AUTO,
2021-09-29 00:00:00,000651,BUY,800,29.32,23479.456,7.0438367999999985,AUTO,
2021-09-29 00:00:00,002142,BUY,700,31.25,21896.874999999996,6.5690624999999985,AUTO,
2021-09-29 00:00:00,002230,BUY,400,52.94,21197.175999999996,6.359152799999999,AUTO,
2021-09-29 00:00:00,002311,BUY,200,62.64,12540.527999999998,3.7621583999999992,AUTO,
2021-09-29 00:00:00,601288,BUY,10600,2.27,24086.061999999998,7.225818599999998,AUTO,
2021-09-29 00:00:00,002714,BUY,300,46.73,14033.018999999998,4.209905699999999,AUTO,
2021-09-29 00:00:00,601138,BUY,2300,10.41,23966.942999999996,7.190082899999998,AUTO,
2021-09-29 00:00:00,300832,BUY,500,45.73,22887.864999999994,6.866359499999998,AUTO,
2021-09-29 00:00:00,000876,BUY,1000,14.69,14704.689999999997,4.411406999999999,AUTO,
2021-10-19 00:00:00,300498,TAKE_PROFIT,300,15.43,6.01,,,0.1149
2021-10-20 00:00:00,000651,HOLDING_DECAY,300,28.78,11.21,,,-0.0184
2021-10-20 00:00:00,000876,HOLDING_DECAY,300,14.79,5.76,,,0.0068
2021-10-20 00:00:00,002142,HOLDING_DECAY,300,31.61,12.32,,,0.0115
2021-10-20 00:00:00,002230,HOLDING_DECAY,200,52.95,13.75,,,0.0002
2021-10-20 00:00:00,002311,HOLDING_DECAY,100,60.44,7.85,,,-0.0351
2021-10-20 00:00:00,002714,HOLDING_DECAY,100,52.88,6.87,,,0.1316
2021-10-20 00:00:00,300498,HOLDING_DECAY,300,15.39,6.0,,,0.112
2021-10-20 00:00:00,300832,HOLDING_DECAY,200,43.89,11.4,,,-0.0402
2021-10-20 00:00:00,600026,HOLDING_DECAY,1100,6.0,8.57,,,-0.0812
2021-10-20 00:00:00,601138,HOLDING_DECAY,700,10.19,9.26,,,-0.0211
2021-10-20 00:00:00,601288,HOLDING_DECAY,3200,2.26,9.39,,,-0.0044
2021-10-20 00:00:00,601398,HOLDING_DECAY,2100,3.62,9.87,,,0.0056
2021-10-21 00:00:00,000651,HOLDING_DECAY,200,29.9,7.77,,,0.0198
2021-10-21 00:00:00,000876,HOLDING_DECAY,300,14.59,5.68,,,-0.0068
2021-10-21 00:00:00,002142,HOLDING_DECAY,200,32.66,8.48,,,0.0451
2021-10-21 00:00:00,002230,HOLDING_DECAY,100,51.91,6.74,,,-0.0195
2021-10-21 00:00:00,002311,HOLDING_DECAY,100,58.93,7.65,,,-0.0592
2021-10-21 00:00:00,002714,HOLDING_DECAY,100,52.24,6.78,,,0.1179
2021-10-21 00:00:00,300498,HOLDING_DECAY,200,14.91,3.87,,,0.0773
2021-10-21 00:00:00,300832,HOLDING_DECAY,100,43.04,5.59,,,-0.0588
2021-10-21 00:00:00,600026,HOLDING_DECAY,800,5.91,6.14,,,-0.0949
2021-10-21 00:00:00,601138,HOLDING_DECAY,500,10.1,6.56,,,-0.0298
2021-10-21 00:00:00,601288,HOLDING_DECAY,2300,2.27,6.78,,,0.0
2021-10-21 00:00:00,601398,HOLDING_DECAY,1400,3.65,6.64,,,0.0139
2021-10-22 00:00:00,000651,HOLDING_DECAY,100,30.34,3.94,,,0.0348
2021-10-22 00:00:00,000876,HOLDING_DECAY,200,14.71,3.82,,,0.0014
2021-10-22 00:00:00,002142,HOLDING_DECAY,100,32.68,4.24,,,0.0458
2021-10-22 00:00:00,002230,HOLDING_DECAY,100,53.28,6.92,,,0.0064
2021-10-22 00:00:00,002714,HOLDING_DECAY,100,52.36,6.8,,,0.1205
2021-10-22 00:00:00,300498,HOLDING_DECAY,100,14.79,1.92,,,0.0686
2021-10-22 00:00:00,300832,HOLDING_DECAY,100,42.16,5.48,,,-0.0781
2021-10-22 00:00:00,600026,HOLDING_DECAY,600,5.91,4.61,,,-0.0949
2021-10-22 00:00:00,601138,HOLDING_DECAY,400,10.15,5.27,,,-0.025
2021-10-22 00:00:00,601288,HOLDING_DECAY,1600,2.27,4.72,,,0.0
2021-10-22 00:00:00,601398,HOLDING_DECAY,1000,3.64,4.73,,,0.0111
2021-10-25 00:00:00,000651,HOLDING_DECAY,100,29.37,3.81,,,0.0017
2021-10-25 00:00:00,000876,HOLDING_DECAY,100,14.69,1.91,,,0.0
2021-10-25 00:00:00,002142,HOLDING_DECAY,100,33.18,4.31,,,0.0618
2021-10-25 00:00:00,300498,HOLDING_DECAY,100,14.85,1.93,,,0.073
2021-10-25 00:00:00,300832,HOLDING_DECAY,100,41.92,5.44,,,-0.0833
2021-10-25 00:00:00,600026,HOLDING_DECAY,400,5.89,3.06,,,-0.098
2021-10-25 00:00:00,601138,HOLDING_DECAY,300,10.01,3.9,,,-0.0384
2021-10-25 00:00:00,601288,HOLDING_DECAY,1100,2.27,3.24,,,0.0
2021-10-25 00:00:00,601398,HOLDING_DECAY,700,3.64,3.31,,,0.0111
2021-10-26 00:00:00,000651,HOLDING_DECAY,100,29.08,3.78,,,-0.0082
2021-10-26 00:00:00,000876,HOLDING_DECAY,100,14.25,1.85,,,-0.03
2021-10-26 00:00:00,300498,HOLDING_DECAY,100,14.45,1.88,,,0.0441
2021-10-26 00:00:00,600026,HOLDING_DECAY,300,5.85,2.28,,,-0.1041
2021-10-26 00:00:00,601138,HOLDING_DECAY,200,10.05,2.61,,,-0.0346
2021-10-26 00:00:00,601288,HOLDING_DECAY,800,2.25,2.34,,,-0.0088
2021-10-26 00:00:00,601398,HOLDING_DECAY,500,3.62,2.35,,,0.0056
2021-10-27 00:00:00,600026,HOLDING_DECAY,200,5.55,1.44,,,-0.1501
2021-10-27 00:00:00,601138,HOLDING_DECAY,100,9.92,1.29,,,-0.0471
2021-10-27 00:00:00,601288,HOLDING_DECAY,500,2.25,1.46,,,-0.0088
2021-10-27 00:00:00,601398,HOLDING_DECAY,300,3.62,1.41,,,0.0056
2021-10-28 00:00:00,600026,HOLDING_DECAY,100,5.43,0.71,,,-0.1685
